genre,gross,rate,runtime,title,vote,yr,titleClean,cleanTitleSpot
"Adventure, Comedy",$32.70M,7.1,97 min,Tommy Boy,68929,1995,Tommy Boy,Tommy Boy
"Comedy, Drama, Family",$41.41M,7.6,109 min,Secondhand Lions,47319,2003,Secondhand Lions,Secondhand Lions
"Animation, Comedy, Drama",$3.76M,7.3,90 min,Anomalisa,54703,2015,Anomalisa,Anomalisa
"Comedy, Drama, Fantasy",$40.14M,7.6,113 min,Stranger Than Fiction,203165,2006,Stranger Than Fiction,Stranger Than Fiction
"Drama, Thriller",None,8.0,126 min,The Manchurian Candidate,66316,1962,The Manchurian Candidate,The Manchurian Candidate
"Animation, Action, Adventure",$165.25M,7.2,90 min,Kung Fu Panda 2,216684,2011,Kung Fu Panda 2,Kung Fu Panda 2
"Drama, Horror, Mystery",$3.22M,7.4,84 min,Pi,157370,1998,Pi,Pi
"Comedy, Family",$19.29M,8.0,94 min,A Christmas Story,116875,1983,A Christmas Story,A Christmas Story
"Drama, Horror, Thriller",None,8.1,134 min,What Ever Happened to Baby Jane?,43234,1962,What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane
Western,$31.80M,7.9,135 min,The Outlaw Josey Wales,57791,1976,The Outlaw Josey Wales,The Outlaw Josey Wales
Drama,$24.74M,7.2,100 min,"Sex, Lies, and Videotape",43196,1989,"Sex, Lies, and Videotape",Sex Lies and Videotape
"Action, Drama, Thriller",$91.40M,7.3,116 min,Crimson Tide,90726,1995,Crimson Tide,Crimson Tide
Comedy,$63.71M,7.0,99 min,What About Bob?,56358,1991,What About Bob?,What About Bob
"Comedy, Fantasy",None,7.1,116 min,Er ist wieder da,31699,2015,Er ist wieder da,Er ist wieder da
"Action, Drama, Thriller",None,7.3,108 min,The Siege of Jadotville,21158,2016,The Siege of Jadotville,The Siege of Jadotville
"Adventure, Comedy, Family",$88.63M,7.1,103 min,The Muppets,81036,2011,The Muppets,The Muppets
"Drama, Western",$20.00M,7.7,118 min,Shane,32360,1953,Shane,Shane
"Action, Adventure, War",$45.30M,7.8,150 min,The Dirty Dozen,59431,1967,The Dirty Dozen,The Dirty Dozen
"Crime, Drama, Thriller",$2.15M,7.7,99 min,Blood Simple.,76802,1984,Blood Simple.,Blood Simple
"Comedy, Drama, Romance",$10.60M,7.2,112 min,Beautiful Girls,29036,1996,Beautiful Girls,Beautiful Girls
"Biography, Drama, Sport",$11.01M,7.1,107 min,Lords of Dogtown,48149,2005,Lords of Dogtown,Lords of Dogtown
"Comedy, Drama, Fantasy",$41.90M,7.6,138 min,The Fisher King,71214,1991,The Fisher King,The Fisher King
"Comedy, Crime, Drama",$0.30M,7.3,97 min,Four Lions,64279,2010,Four Lions,Four Lions
"Biography, Drama, History",$43.98M,7.8,163 min,The Last Emperor,81533,1987,The Last Emperor,The Last Emperor
"Animation, Adventure, Drama",$1.34M,7.8,108 min,Le Petit Prince,47007,2015,Le Petit Prince,Le Petit Prince
"Comedy, Drama, Sport",$28.00M,7.4,123 min,Slap Shot,31253,1977,Slap Shot,Slap Shot
"Crime, Drama, Mystery",$8.18M,8.4,116 min,Witness for the Prosecution,85580,1957,Witness for the Prosecution,Witness for the Prosecution
"Animation, Adventure, Comedy",$85.42M,7.0,87 min,The SpongeBob SquarePants Movie,68082,2004,The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie
"Comedy, Drama, Romance",$4.06M,7.4,86 min,Frances Ha,57008,2012,Frances Ha,Frances Ha
Drama,$0.05M,8.1,138 min,8½,96095,1963,8½,8 12 
"Animation, Drama, Fantasy",$22.24M,8.0,95 min,Pink Floyd: The Wall,67826,1982,Pink Floyd: The Wall,Pink Floyd The Wall
"Comedy, Drama, War",None,8.5,125 min,The Great Dictator,171087,1940,The Great Dictator,The Great Dictator
"Crime, Drama, Thriller",$19.59M,7.6,130 min,The Life of David Gale,98974,2003,The Life of David Gale,The Life of David Gale
"Adventure, Drama, History",$17.22M,7.5,125 min,The Mission,50152,1986,The Mission,The Mission
"Crime, Drama, Mystery",$24.38M,8.0,110 min,In the Heat of the Night,57745,1967,In the Heat of the Night,In the Heat of the Night
"Crime, Mystery, Sci-Fi",None,7.1,97 min,Soylent Green,50779,1973,Soylent Green,Soylent Green
"Biography, Drama, Music",$35.18M,7.2,140 min,The Doors,75306,1991,The Doors,The Doors
"Crime, Drama, Mystery",None,7.6,102 min,Who Am I - Kein System ist sicher,37337,2014,Who Am I - Kein System ist sicher,Who Am I  Kein System ist sicher
"Biography, Drama, War",$70.00M,7.2,145 min,Born on the Fourth of July,87258,1989,Born on the Fourth of July,Born on the Fourth of July
"Drama, Horror",None,7.9,64 min,Freaks,36961,1932,Freaks,Freaks
Drama,$4.41M,7.8,242 min,Hamlet,33365,1996,Hamlet,Hamlet
"Biography, Drama, War",$61.70M,8.0,172 min,Patton,85639,1970,Patton,Patton
"Comedy, Drama, Family",$75.62M,7.1,124 min,We Bought a Zoo,123546,2011,We Bought a Zoo,We Bought a Zoo
"Comedy, Drama",$45.95M,7.2,91 min,The Full Monty,90371,1997,The Full Monty,The Full Monty
"Biography, Comedy, Crime",$16.00M,7.1,113 min,Confessions of a Dangerous Mind,77347,2002,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind
"Comedy, Drama",$24.79M,7.6,92 min,Thank You for Smoking,203198,2005,Thank You for Smoking,Thank You for Smoking
"Drama, Horror, Thriller",$9.13M,7.3,116 min,Dead Ringers,34418,1988,Dead Ringers,Dead Ringers
"Adventure, Comedy, Drama",$93.47M,7.4,97 min,The Bucket List,207713,2007,The Bucket List,The Bucket List
"Crime, Drama, Film-Noir",$5.72M,8.3,107 min,Double Indemnity,120941,1944,Double Indemnity,Double Indemnity
"Action, Crime, Drama",$35.51M,7.1,114 min,No Way Out,30644,1987,No Way Out,No Way Out
"Drama, History",$44.18M,7.3,155 min,Amistad,64039,1997,Amistad,Amistad
"Horror, Mystery, Thriller",None,7.1,97 min,Shutter,36077,2004,Shutter,Shutter
"Animation, Adventure, Drama",None,7.9,103 min,Kiki's Delivery Service,93888,1989,Kiki's Delivery Service,Kikis Delivery Service
"Drama, War",None,8.2,186 min,Judgment at Nuremberg,58361,1961,Judgment at Nuremberg,Judgment at Nuremberg
"Drama, Family",$49.20M,7.4,109 min,My Sister's Keeper,82952,2009,My Sister's Keeper,My Sisters Keeper
"Biography, Drama, History",$17.61M,7.7,123 min,The Last King of Scotland,161405,2006,The Last King of Scotland,The Last King of Scotland
"Action, Comedy, Crime",None,7.3,99 min,The Italian Job,35759,1969,The Italian Job,The Italian Job
"Biography, Drama, History",$37.49M,7.3,134 min,Invictus,137432,2009,Invictus,Invictus
"Drama, Romance",$3.15M,7.0,110 min,Two Lovers,32952,2008,Two Lovers,Two Lovers
"Drama, Romance, Western",$12.97M,7.6,126 min,El Dorado,20741,1967,El Dorado,El Dorado
"Comedy, Drama",$56.70M,7.8,108 min,Guess Who's Coming to Dinner,33784,1967,Guess Who's Coming to Dinner,Guess Whos Coming to Dinner
"Animation, Adventure, Drama",$10.14M,7.6,82 min,The Secret of NIMH,31675,1982,The Secret of NIMH,The Secret of NIMH
"Crime, Drama, Mystery",$9.08M,7.2,129 min,The Girl Who Played with Fire,82206,2009,The Girl Who Played with Fire,The Girl Who Played with Fire
"Drama, Mystery, Thriller",$4.42M,7.9,113 min,The Conversation,84508,1974,The Conversation,The Conversation
"Comedy, Drama, Romance",$3.36M,7.7,116 min,A Man Called Ove,34433,2015,A Man Called Ove,A Man Called Ove
"Drama, Romance",$0.04M,7.3,108 min,Candy,39806,2006,Candy,Candy
"Crime, Drama, Romance",$0.60M,8.1,102 min,Chungking Express,49663,1994,Chungking Express,Chungking Express
"Action, Thriller",$5.02M,7.4,117 min,La Femme Nikita,61083,1990,La Femme Nikita,La Femme Nikita
"Horror, Mystery, Thriller",$21.13M,7.0,99 min,Stir of Echoes,68001,1999,Stir of Echoes,Stir of Echoes
"Drama, Romance",None,7.9,94 min,Days of Heaven,44045,1978,Days of Heaven,Days of Heaven
"Comedy, Drama, Music",$14.92M,7.6,118 min,The Commitments,29128,1991,The Commitments,The Commitments
"Crime, Drama, Romance",$17.51M,7.4,92 min,Notes on a Scandal,69621,2006,Notes on a Scandal,Notes on a Scandal
"Action, Drama, Romance",$58.33M,7.5,139 min,Open Range,60161,2003,Open Range,Open Range
"Animation, Adventure, Comedy",$106.83M,7.0,84 min,Chicken Run,158167,2000,Chicken Run,Chicken Run
"Action, Crime, Drama",$44.48M,7.3,140 min,The Negotiator,119002,1998,The Negotiator,The Negotiator
"Drama, Fantasy, Western",$1.04M,7.7,121 min,Dead Man,81167,1995,Dead Man,Dead Man
"Biography, Drama",$7.91M,8.3,155 min,Sanju,29662,2018,Sanju,Sanju
"Adventure, Drama, Musical",$0.07M,8.1,224 min,Lagaan: Once Upon a Time in India,88861,2001,Lagaan: Once Upon a Time in India,Lagaan Once Upon a Time in India
"Crime, Drama, Romance",None,7.7,138 min,Victoria,41744,2015,Victoria,Victoria
"Crime, Drama, Mystery",None,8.3,88 min,Rashômon,127125,1950,Rashômon,Rashomon
"Animation, Adventure, Comedy",$93.60M,7.3,76 min,Lady and the Tramp,102768,1955,Lady and the Tramp,Lady and the Tramp
"Drama, Mystery, Thriller",$0.70M,7.7,105 min,Mysterious Skin,61646,2004,Mysterious Skin,Mysterious Skin
Drama,$3.83M,7.4,82 min,Ida,43363,2013,Ida,Ida
"Biography, Drama",$6.20M,8.0,112 min,The Straight Story,72314,1999,The Straight Story,The Straight Story
"Action, Drama, Mystery",$2.43M,7.3,183 min,Ghajini,48673,2008,Ghajini,Ghajini
Drama,$2.69M,7.2,106 min,Half Nelson,78782,2006,Half Nelson,Half Nelson
"Comedy, Romance, Sport",$50.89M,7.1,108 min,Bull Durham,41596,1988,Bull Durham,Bull Durham
"Drama, War",$0.14M,8.3,87 min,Tangerines,30042,2013,Tangerines,Tangerines
"Biography, Comedy, Drama",None,7.8,119 min,Pride,44790,2014,Pride,Pride
Drama,None,8.2,196 min,Kis Uykusu,33759,2014,Kis Uykusu,Kis Uykusu
"Biography, Drama, Music",$75.33M,7.7,152 min,Ray,123693,2004,Ray,Ray
"Animation, Adventure, Fantasy",None,8.1,117 min,Nausicaä of the Valley of the Wind,122050,1984,Nausicaä of the Valley of the Wind,Nausicaa of the Valley of the Wind
"Comedy, Drama, Family",$143.15M,7.1,115 min,Marley &amp; Me,131832,2008,Marley and Me,Marley and Me
"Drama, Romance, Sci-Fi",$0.00M,7.1,92 min,Perfect Sense,49468,2011,Perfect Sense,Perfect Sense
Drama,$13.06M,7.7,135 min,25th Hour,160229,2002,25th Hour,25th Hour
"Drama, History, Sport",$120.28M,7.3,140 min,Seabiscuit,61950,2003,Seabiscuit,Seabiscuit
"Crime, Drama, Mystery",$24.36M,7.4,132 min,Dolores Claiborne,33641,1995,Dolores Claiborne,Dolores Claiborne
"Comedy, Drama, Romance",$14.88M,7.3,103 min,Election,81221,1999,Election,Election
"Comedy, Drama, Romance",$0.02M,8.6,87 min,City Lights,138011,1931,City Lights,City Lights
"Crime, Drama, Thriller",$1.23M,7.2,81 min,Elephant,78304,2003,Elephant,Elephant
"Crime, Thriller",$46.57M,7.1,81 min,Phone Booth,230417,2002,Phone Booth,Phone Booth
"Comedy, Drama, Family",$0.16M,8.5,87 min,Modern Times,179465,1936,Modern Times,Modern Times
"Drama, Romance",$6.74M,7.9,127 min,Amour,81995,2012,Amour,Amour
"Comedy, Mystery, Romance",$13.47M,8.0,113 min,Charade,57397,1963,Charade,Charade
"Biography, Drama",$7.86M,7.5,124 min,Trumbo,66165,2015,Trumbo,Trumbo
"Action, Drama, History",$29.55M,7.5,144 min,Tora! Tora! Tora!,28184,1970,Tora! Tora! Tora!,Tora Tora Tora
"Comedy, Romance",$2.12M,7.2,94 min,Mallrats,106701,1995,Mallrats,Mallrats
"Crime, Drama, Sci-Fi",$7.27M,7.7,80 min,Run Lola Run,175174,1998,Run Lola Run,Run Lola Run
"Comedy, Drama",$2.81M,7.8,134 min,Happiness,61160,1998,Happiness,Happiness
"Animation, Comedy, Family",$35.29M,7.0,87 min,Frankenweenie,85745,2012,Frankenweenie,Frankenweenie
"Drama, History, War",$10.77M,7.7,271 min,Gettysburg,23769,1993,Gettysburg,Gettysburg
"Comedy, Drama, Romance",$23.20M,7.2,98 min,Benny &amp; Joon,50456,1993,Benny and Joon,Benny and Joon
"Biography, Drama",$0.15M,7.6,96 min,Hunger,59192,2008,Hunger,Hunger
"Comedy, Drama",$0.69M,7.6,104 min,Mr. Church,21088,2016,Mr. Church,Mr Church
"Drama, Family, Sport",$75.60M,7.0,127 min,The Rookie,29108,2002,The Rookie,The Rookie
"Mystery, Thriller",$41.51M,7.5,117 min,Three Days of the Condor,40934,1975,Three Days of the Condor,Three Days of the Condor
"Action, Comedy, Crime",$0.27M,7.0,86 min,Taxi,69396,1998,Taxi,Taxi
"Comedy, Drama, Romance",$20.81M,7.0,106 min,The Kids Are All Right,118762,2010,The Kids Are All Right,The Kids Are All Right
"Biography, Drama, Romance",$7.70M,7.0,123 min,Loving,26115,2016,Loving,Loving
"Comedy, Drama",$30.18M,8.0,130 min,Being There,58578,1979,Being There,Being There
"Adventure, Biography, Drama",$5.49M,7.3,120 min,Rescue Dawn,92908,2006,Rescue Dawn,Rescue Dawn
"Animation, Drama, Family",$1.60M,7.3,64 min,Dumbo,101527,1941,Dumbo,Dumbo
"Crime, Drama, Thriller",$71.76M,7.1,116 min,John Q,111654,2002,John Q,John Q
"Biography, Drama",$14.60M,7.0,99 min,My Week with Marilyn,77775,2011,My Week with Marilyn,My Week with Marilyn
"Biography, Crime, Drama",$1.54M,7.0,108 min,Bully,31749,2001,Bully,Bully
"Crime, Drama, Thriller",$28.48M,7.3,120 min,Mr. Brooks,133506,2007,Mr. Brooks,Mr Brooks
"Adventure, Biography, Drama",$37.96M,7.0,136 min,Seven Years in Tibet,108785,1997,Seven Years in Tibet,Seven Years in Tibet
"Animation, Drama, Family",$102.80M,7.3,70 min,Bambi,111691,1942,Bambi,Bambi
"Comedy, Drama, Romance",$12.01M,7.3,113 min,Chasing Amy,122955,1997,Chasing Amy,Chasing Amy
"Crime, Drama",$2.08M,7.9,155 min,A Prophet,86246,2009,A Prophet,A Prophet
"Comedy, Crime, Drama",$10.60M,7.7,97 min,After Hours,47392,1985,After Hours,After Hours
"Adventure, Drama, Sport",$3.50M,7.6,168 min,The Big Blue,43176,1988,The Big Blue,The Big Blue
"Adventure, Comedy, Fantasy",$8.08M,7.2,126 min,The Adventures of Baron Munchausen,45923,1988,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen
"Comedy, Crime, Drama",$2.38M,7.5,110 min,Buffalo '66,41384,1998,Buffalo '66,Buffalo 66
"Action, Adventure, Drama",$11.26M,7.1,142 min,Brotherhood of the Wolf,57203,2001,Brotherhood of the Wolf,Brotherhood of the Wolf
"Drama, Romance",$5.10M,7.5,148 min,Biutiful,78148,2010,Biutiful,Biutiful
"Crime, Drama, Mystery",$49.03M,7.3,119 min,Michael Clayton,145966,2007,Michael Clayton,Michael Clayton
"Drama, Horror, Sci-Fi",None,7.9,75 min,Bride of Frankenstein,37521,1935,Bride of Frankenstein,Bride of Frankenstein
"Comedy, Drama, Music",$11.74M,7.2,94 min,Strictly Ballroom,22691,1992,Strictly Ballroom,Strictly Ballroom
"Comedy, Crime, Drama",$51.43M,7.1,126 min,Sneakers,47986,1992,Sneakers,Sneakers
"Animation, Adventure, Family",$73.28M,7.1,83 min,Spirit: Stallion of the Cimarron,54529,2002,Spirit: Stallion of the Cimarron,Spirit Stallion of the Cimarron
Drama,$4.04M,7.9,159 min,Breaking the Waves,55061,1996,Breaking the Waves,Breaking the Waves
"Action, Drama, Romance",None,7.0,118 min,Three Steps Above Heaven,20013,2010,Three Steps Above Heaven,Three Steps Above Heaven
"Adventure, Comedy, Drama",$17.65M,7.7,115 min,Nebraska,102675,2013,Nebraska,Nebraska
"Drama, Mystery, Romance",$0.37M,7.8,117 min,Open Your Eyes,58288,1997,Open Your Eyes,Open Your Eyes
"Biography, Drama, Romance",None,7.0,118 min,Behind the Candelabra,36686,2013,Behind the Candelabra,Behind the Candelabra
"Horror, Sci-Fi",None,7.2,87 min,The Thing from Another World,21910,1951,The Thing from Another World,The Thing from Another World
"Action, Adventure, Drama",$92.00M,7.6,111 min,Star Trek: First Contact,107384,1996,Star Trek: First Contact,Star Trek First Contact
"Action, Adventure, Drama",$84.56M,7.1,117 min,The Poseidon Adventure,36562,1972,The Poseidon Adventure,The Poseidon Adventure
"Comedy, Drama, Thriller",$6.15M,7.7,116 min,Barton Fink,100785,1991,Barton Fink,Barton Fink
"Animation, Drama, Fantasy",$2.89M,7.8,99 min,Waking Life,55568,2001,Waking Life,Waking Life
"Crime, Drama",$4.73M,7.4,101 min,Drugstore Cowboy,28582,1989,Drugstore Cowboy,Drugstore Cowboy
"Drama, Music, Romance",$9.44M,7.9,86 min,Once,102782,2007,Once,Once
"Action, Adventure, Sci-Fi",$74.89M,7.2,110 min,Star Trek VI: The Undiscovered Country,62677,1991,Star Trek VI: The Undiscovered Country,Star Trek  The Undiscovered Country
"Comedy, Crime, Drama",$30.93M,8.1,102 min,Paper Moon,35426,1973,Paper Moon,Paper Moon
"Action, Adventure, Crime",None,7.3,90 min,The Way of the Dragon,27217,1972,The Way of the Dragon,The Way of the Dragon
"Comedy, Drama, Romance",$0.47M,7.3,97 min,Submarine,77578,2010,Submarine,Submarine
"Drama, Romance",$25.97M,7.5,142 min,Howards End,24775,1992,Howards End,Howards End
"Action, Drama, History",$39.10M,7.8,178 min,The Longest Day,47661,1962,The Longest Day,The Longest Day
"Biography, Crime, Drama",$1.19M,7.1,106 min,Kill the Irishman,40175,2011,Kill the Irishman,Kill the Irishman
"Crime, Drama",$7.49M,7.6,116 min,The Man Who Wasn't There,94792,2001,The Man Who Wasn't There,The Man Who Wasnt There
"Action, Crime, Drama",$102.31M,7.2,128 min,In the Line of Fire,82150,1993,In the Line of Fire,In the Line of Fire
"Drama, Thriller",None,7.6,107 min,The Wave,92251,2008,The Wave,The Wave
"Adventure, Comedy, War",None,7.7,144 min,Kelly's Heroes,39950,1970,Kelly's Heroes,Kellys Heroes
"Drama, Music, Romance",$0.18M,7.8,111 min,The Broken Circle Breakdown,35056,2012,The Broken Circle Breakdown,The Broken Circle Breakdown
"Crime, Film-Noir, Mystery",None,8.0,114 min,The Big Sleep,71637,1946,The Big Sleep,The Big Sleep
Drama,$33.52M,7.2,123 min,Pay It Forward,104980,2000,Pay It Forward,Pay It Forward
"Drama, Thriller",$7.44M,7.5,115 min,Disconnect,68618,2012,Disconnect,Disconnect
Drama,$4.97M,8.1,188 min,Fanny and Alexander,50135,1982,Fanny and Alexander,Fanny and Alexander
"Comedy, Drama, Romance",None,7.7,113 min,Sabrina,51209,1954,Sabrina,Sabrina
"Biography, Crime, Drama",$2.45M,7.0,112 min,Kill the Messenger,39358,2014,Kill the Messenger,Kill the Messenger
"Horror, Mystery, Thriller",$4.05M,7.2,98 min,Black Christmas,25805,1974,Black Christmas,Black Christmas
"Drama, Family, Musical",$16.80M,7.5,153 min,Oliver!,30060,1968,Oliver!,Oliver
"Drama, Thriller",$3.40M,7.8,124 min,Forushande,36958,2016,Forushande,Forushande
Drama,$18.32M,7.3,126 min,North Country,36165,2005,North Country,North Country
Drama,$0.04M,7.7,102 min,Contempt,23721,1963,Contempt,Contempt
"Drama, Horror",$0.75M,7.5,106 min,The Devil's Backbone,55302,2001,The Devil's Backbone,The Devils Backbone
"Action, Crime, Thriller",$0.01M,7.8,119 min,The Man from Nowhere,52646,2010,The Man from Nowhere,The Man from Nowhere
"Biography, Crime, Drama",$0.61M,7.0,83 min,Henry: Portrait of a Serial Killer,27041,1986,Henry: Portrait of a Serial Killer,Henry Portrait of a Serial Killer
"Crime, Drama, Film-Noir",None,8.0,92 min,The Night of the Hunter,72895,1955,The Night of the Hunter,The Night of the Hunter
"Biography, Crime, Drama",None,7.4,98 min,An American Crime,28534,2007,An American Crime,An American Crime
Drama,None,8.0,118 min,East of Eden,35119,1955,East of Eden,East of Eden
"Biography, Drama, Romance",$10.73M,7.4,100 min,Belle,24715,2013,Belle,Belle
"Adventure, Comedy, Drama",$4.43M,7.4,123 min,The Way,26699,2010,The Way,The Way
"Action, Crime, Thriller",None,7.4,91 min,Assault on Precinct 13,37341,1976,Assault on Precinct 13,Assault on Precinct 13
"Comedy, Crime, Drama",$0.56M,7.1,91 min,Bottle Rocket,62173,1996,Bottle Rocket,Bottle Rocket
"Biography, Drama, Thriller",$1.36M,7.1,109 min,The Devil's Double,57472,2011,The Devil's Double,The Devils Double
"Comedy, Crime, Drama",$36.91M,7.3,116 min,Matchstick Men,115661,2003,Matchstick Men,Matchstick Men
"Animation, Adventure, Drama",$0.86M,8.1,93 min,Song of the Sea,40669,2014,Song of the Sea,Song of the Sea
"Action, Crime, Drama",None,7.9,100 min,Key Largo,32803,1948,Key Largo,Key Largo
"Drama, Romance",$1.49M,7.2,128 min,Sex and Lucía,32325,2001,Sex and Lucía,Sex and Lucia
Comedy,$30.03M,7.3,109 min,The Gods Must Be Crazy,47897,1980,The Gods Must Be Crazy,The Gods Must Be Crazy
"Crime, Drama, Mystery",$0.17M,8.1,101 min,Infernal Affairs,109013,2002,Infernal Affairs,Infernal Affairs
"Mystery, Sci-Fi, Thriller",$15.50M,7.0,100 min,The Thirteenth Floor,59454,1999,The Thirteenth Floor,The Thirteenth Floor
"Biography, Drama",$14.74M,7.9,103 min,My Left Foot,58785,1989,My Left Foot,My Left Foot
"Biography, Drama, Music",$10.30M,7.6,140 min,La Vie en Rose,75146,2007,La Vie en Rose,La Vie en Rose
"Biography, Drama",$4.10M,7.3,115 min,This Boy's Life,41025,1993,This Boy's Life,This Boys Life
"Comedy, Romance",None,8.1,105 min,It Happened One Night,81254,1934,It Happened One Night,It Happened One Night
Comedy,$73.69M,7.2,94 min,The Jerk,47613,1979,The Jerk,The Jerk
